id,date,manner_of_death,armed,age,gender,race,city,state,signs_of_mental_illness,threat_level,flee,body_camera,Year
302,2015-04-22,shot,gun,30.0,M,White,Queens,NY,True,attack,Foot,False,2015
303,2015-04-22,shot,gun,31.0,M,Black,Fort Worth,TX,False,attack,Foot,False,2015
304,2015-04-22,shot,gun,39.0,M,Asian,Eldorado Springs,CO,False,attack,Not fleeing,False,2015
305,2015-04-23,shot,toy weapon,26.0,M,White,Sylmar,CA,True,attack,Not fleeing,False,2015
306,2015-04-23,shot,gun,51.0,M,White,Rufe,OK,False,attack,Not fleeing,False,2015
307,2015-04-23,shot,unarmed,19.0,M,Hispanic,Long Beach,CA,False,other,Not fleeing,False,2015
309,2015-04-24,shot,gun,49.0,M,White,Eugene,OR,False,attack,Not fleeing,False,2015
310,2015-04-24,shot,gun,63.0,M,White,Miami,OK,False,attack,Car,False,2015
311,2015-04-24,shot,gun,20.0,M,Black,Trinidad,CO,False,attack,Foot,True,2015
312,2015-04-25,shot,machete,25.0,M,White,Victoria,TX,True,other,Not fleeing,True,2015
313,2015-04-25,shot,unarmed,24.0,M,Black,New York,NY,True,attack,Foot,False,2015
314,2015-04-25,shot,knife,58.0,M,White,Clermont,FL,True,other,Not fleeing,False,2015
315,2015-04-26,shot,unarmed,29.0,M,White,Bunch,OK,False,attack,Not fleeing,False,2015
316,2015-04-26,shot,gun,76.0,M,White,Kings County,CA,False,attack,Not fleeing,False,2015
317,2015-04-26,shot,gun,45.0,M,White,Fountain Valley,CA,False,attack,Not fleeing,False,2015
318,2015-04-27,shot,hammer,20.0,M,Black,Detroit,MI,False,other,Not fleeing,False,2015
319,2015-04-28,shot,gun,58.0,M,White,Mansfield,OH,False,attack,Not fleeing,False,2015
320,2015-04-28,shot,gun,21.0,M,Black,New Orleans,LA,False,attack,Not fleeing,True,2015
321,2015-04-28,shot,gun,27.0,M,White,Marion,IL,True,attack,Not fleeing,False,2015
322,2015-04-29,shot,knife,26.0,M,White,Chickasha,OK,False,other,Foot,False,2015
323,2015-04-29,shot,gun,33.0,M,Hispanic,Mesa,AZ,True,attack,Not fleeing,False,2015
324,2015-04-29,shot,gun,27.0,M,Hispanic,Elk Grove,CA,False,attack,Not fleeing,False,2015
325,2015-04-29,shot,gun,25.0,F,Black,Atlanta,GA,False,attack,Not fleeing,False,2015
326,2015-04-29,shot,gun,53.0,M,Black,Emporia,VA,True,attack,Not fleeing,False,2015
327,2015-04-29,shot,gun,53.0,M,White,Nashville,TN,True,attack,Not fleeing,False,2015
328,2015-04-30,shot,unarmed,42.0,M,Other,San Diego,CA,True,other,Not fleeing,True,2015
329,2015-04-30,shot and Tasered,metal object,22.0,M,Hispanic,El Paso,TX,False,other,Not fleeing,False,2015
330,2015-05-02,shot,gun,52.0,M,White,Smyrna,DE,False,attack,Not fleeing,True,2015
331,2015-05-03,shot,gun,36.0,M,White,Roosevelt,UT,True,attack,Not fleeing,True,2015
332,2015-05-03,shot,gun,30.0,M,Black,Garland,TX,False,attack,Not fleeing,False,2015
333,2015-05-03,shot,gun,34.0,M,Other,Garland,TX,False,attack,Not fleeing,False,2015
334,2015-05-03,shot,gun,44.0,M,Hispanic,Albuquerque,NM,False,attack,Not fleeing,False,2015
335,2015-05-03,shot,gun,53.0,M,White,Chavies,KY,False,attack,Not fleeing,False,2015
336,2015-05-04,shot,toy weapon,36.0,M,White,Kennewick,WA,True,attack,Not fleeing,False,2015
337,2015-05-05,shot,unarmed,29.0,M,Black,Venice,CA,False,attack,Not fleeing,True,2015
338,2015-05-05,shot,knife,32.0,M,Asian,South El Monte,CA,False,attack,Not fleeing,False,2015
339,2015-05-05,shot,gun,46.0,M,White,Pulaski,VA,True,attack,Not fleeing,False,2015
340,2015-05-06,shot,gun,18.0,M,White,Wake Forest,NC,False,attack,Car,False,2015
342,2015-05-07,shot,knife,38.0,M,White,Beacon,NY,False,other,Car,False,2015
344,2015-05-08,shot,sword,35.0,M,White,Kearny,AZ,False,attack,Not fleeing,False,2015
345,2015-05-08,shot,gun,58.0,M,White,Constantia,NY,True,attack,Not fleeing,False,2015
346,2015-05-08,shot,gun,48.0,M,Black,Harvey,LA,False,attack,Not fleeing,False,2015
348,2015-05-10,shot,gun,47.0,M,White,Tacoma,WA,False,attack,Not fleeing,False,2015
351,2015-05-11,shot,knife,28.0,M,White,St. Augustine,FL,True,other,Not fleeing,False,2015
352,2015-05-12,shot,gun,28.0,M,Black,Jacksonville,FL,False,other,Foot,False,2015
353,2015-05-12,shot,knife,40.0,M,White,Rancho Santa Margarita,CA,True,other,Not fleeing,False,2015
354,2015-05-12,shot and Tasered,gun,46.0,M,Other,Honolulu,HI,False,attack,Not fleeing,False,2015
355,2015-05-14,shot,gun,37.0,M,White,Portage,MI,True,attack,Car,False,2015
356,2015-05-14,shot,gun,53.0,M,White,St. Augustine,FL,True,attack,Not fleeing,False,2015
357,2015-05-15,shot,gun,41.0,M,White,Rockford,IL,True,attack,Not fleeing,False,2015
358,2015-05-15,shot,toy weapon,42.0,M,White,Sacramento,CA,True,attack,Not fleeing,False,2015
359,2015-05-16,shot,gun,45.0,M,Black,Harvey,IL,False,attack,Foot,False,2015
360,2015-05-17,shot,gun,34.0,M,White,San Diego,CA,True,attack,Foot,True,2015
361,2015-05-17,shot,gun,18.0,M,White,St. Petersburg,FL,True,attack,Not fleeing,False,2015
362,2015-05-17,shot,sword,27.0,M,White,Ruidoso,NM,False,other,Not fleeing,False,2015
363,2015-05-19,shot,unarmed,54.0,M,Hispanic,Arlington,VA,False,attack,Not fleeing,False,2015
364,2015-05-19,shot,gun,35.0,M,White,Cabot,AR,False,attack,Not fleeing,False,2015
365,2015-05-19,shot,gun,17.0,M,White,Grand Junction,CO,False,attack,Other,False,2015
366,2015-05-20,shot,gun,29.0,M,Black,Lancaster,PA,False,attack,Not fleeing,False,2015
367,2015-05-20,shot,gun,38.0,M,Black,Owensboro,KY,False,attack,Not fleeing,False,2015
368,2015-05-20,shot,gun,26.0,M,Black,Omaha,NE,False,attack,Not fleeing,False,2015
369,2015-05-20,shot and Tasered,knife,52.0,M,White,Green,OH,False,other,Not fleeing,False,2015
370,2015-05-20,shot and Tasered,knife,39.0,F,White,Gillette,WY,False,other,Car,False,2015
371,2015-05-21,shot,gun,22.0,M,Hispanic,El Paso,TX,True,undetermined,Not fleeing,False,2015
372,2015-05-21,shot,knife,29.0,M,Black,Ft. Lauderdale,FL,False,attack,Not fleeing,False,2015
373,2015-05-21,shot,knife,43.0,M,White,North Charleston,SC,False,attack,Not fleeing,False,2015
374,2015-05-21,shot,knife,24.0,M,Hispanic,Hackensack,NJ,True,other,Not fleeing,False,2015
375,2015-05-21,shot,gun,32.0,M,Black,Charleston,SC,False,attack,Not fleeing,False,2015
376,2015-05-22,shot,toy weapon,40.0,M,White,Somerset,PA,False,attack,Not fleeing,False,2015
377,2015-05-23,shot,gun,47.0,M,White,Sedalia,MO,False,attack,Not fleeing,False,2015
378,2015-05-23,shot,gun,40.0,M,White,Eagar,AZ,False,attack,Car,False,2015
379,2015-05-23,shot,gun,25.0,M,Black,Detroit,MI,True,attack,Not fleeing,False,2015
380,2015-05-25,shot,gun,31.0,F,White,Austin,TX,True,attack,Not fleeing,False,2015
381,2015-05-25,shot,knife,36.0,M,Black,Huntsville,AL,True,attack,Not fleeing,False,2015
382,2015-05-26,shot,gun,51.0,M,Black,Queens,NY,False,attack,Not fleeing,False,2015
383,2015-05-26,shot,undetermined,24.0,M,White,Bossier City,LA,False,attack,Not fleeing,False,2015
384,2015-05-26,shot,gun,62.0,M,White,Snohomish,WA,True,attack,Not fleeing,False,2015
385,2015-05-27,shot,knife,39.0,M,White,Ideal Beach,NJ,False,attack,Not fleeing,False,2015
386,2015-05-27,shot,toy weapon,24.0,M,White,Edmond,OK,True,attack,Not fleeing,False,2015
387,2015-05-27,shot,knife,57.0,M,White,Rockville,GA,True,attack,Not fleeing,False,2015
388,2015-05-27,shot and Tasered,unarmed,20.0,M,Other,Long Beach,CA,False,other,Not fleeing,False,2015
389,2015-05-27,shot and Tasered,screwdriver,33.0,M,White,Alpine,CA,True,other,Not fleeing,False,2015
390,2015-05-28,shot,gun,60.0,M,White,Lancaster,SC,False,attack,Not fleeing,False,2015
391,2015-05-28,shot,gun,32.0,M,Black,Northglenn,CO,False,attack,Not fleeing,False,2015
392,2015-05-28,shot,gun,40.0,M,Black,Carrollton,GA,False,attack,Not fleeing,False,2015
393,2015-05-28,shot and Tasered,lawn mower blade,18.0,M,White,Trenton,MI,False,attack,Not fleeing,False,2015
394,2015-05-29,shot,knife,36.0,M,Black,Lyndhurst,NJ,False,other,Not fleeing,False,2015
395,2015-05-29,shot,gun,35.0,M,White,Okmulgee County,OK,False,attack,Not fleeing,False,2015
396,2015-05-29,shot,gun,55.0,M,White,Wilderville,OR,False,attack,Not fleeing,False,2015
397,2015-05-30,shot,unarmed,19.0,M,White,Cottonwood,AZ,False,attack,Foot,False,2015
398,2015-05-30,shot,toy weapon,39.0,M,Hispanic,Nashville,TN,False,attack,Not fleeing,False,2015
400,2015-05-31,shot,toy weapon,47.0,M,White,Palestine,TX,False,attack,Not fleeing,True,2015
401,2015-06-01,shot,gun,23.0,M,White,Greece,NY,True,attack,Other,False,2015
402,2015-06-02,shot,knife,26.0,M,Black,Roslindale,MA,False,other,Not fleeing,False,2015
403,2015-06-02,shot,knife,26.0,M,White,Azle,TX,True,attack,Not fleeing,False,2015
404,2015-06-03,shot,gun,18.0,M,Hispanic,Ellis County,TX,True,attack,Car,False,2015
405,2015-06-03,shot,knife,33.0,M,Hispanic,Fuqua,TX,False,other,Car,False,2015
406,2015-06-03,shot,gun,56.0,M,White,Byram,NJ,True,attack,Not fleeing,False,2015
407,2015-06-03,shot,gun,46.0,M,Hispanic,Delano,CA,False,attack,Car,False,2015
408,2015-06-03,shot and Tasered,unarmed,36.0,M,Hispanic,Los Lunas,NM,False,attack,Not fleeing,False,2015
409,2015-06-05,shot,gun,50.0,M,Hispanic,Santa Maria,CA,False,attack,Not fleeing,False,2015
410,2015-06-05,shot,vehicle,45.0,F,White,Morgantown,WV,False,other,Car,False,2015
411,2015-06-06,shot,gun,53.0,M,White,North Port,FL,False,attack,Not fleeing,False,2015
412,2015-06-06,shot,gun,45.0,M,Hispanic,Watsonsville,CA,False,attack,Foot,False,2015
413,2015-06-06,shot,box cutter,42.0,M,White,Midland,TX,True,other,Not fleeing,False,2015
414,2015-06-06,shot,gun,27.0,M,Hispanic,Strasburg,CO,False,attack,Car,False,2015
415,2015-06-06,shot and Tasered,gun,30.0,M,Black,Oakland,CA,False,attack,Not fleeing,True,2015
416,2015-06-07,shot,gun,36.0,M,White,Melbourne,FL,False,attack,Not fleeing,False,2015
417,2015-06-07,shot,gun,58.0,M,White,Woodland,WA,True,attack,Not fleeing,False,2015
419,2015-06-08,shot,knife,30.0,M,Hispanic,Anaheim,CA,True,other,Not fleeing,True,2015
420,2015-06-08,shot,gun,69.0,M,White,Sun City,AZ,True,attack,Not fleeing,False,2015
421,2015-06-09,shot,unarmed,30.0,M,White,Findlay,OH,False,attack,Not fleeing,False,2015
422,2015-06-09,shot,gun,45.0,M,White,Tomball,TX,False,attack,Car,False,2015
423,2015-06-09,shot,gun,22.0,M,Black,Cincinnati,OH,False,attack,Not fleeing,False,2015
424,2015-06-09,shot,unarmed,28.0,M,White,Des Moines,IA,False,other,Car,False,2015
425,2015-06-10,shot,gun,19.0,M,Black,Bronx,NY,False,attack,Not fleeing,False,2015
426,2015-06-11,shot,gun,40.0,M,Black,Pompano Beach,FL,False,attack,Not fleeing,False,2015
428,2015-06-11,shot,undetermined,46.0,M,Black,Miami,FL,False,other,Not fleeing,False,2015
429,2015-06-11,shot,gun,28.0,M,Hispanic,Bexar County,TX,True,attack,Not fleeing,False,2015
430,2015-06-11,shot,knife,22.0,M,Hispanic,Hackensack,NJ,True,other,Not fleeing,False,2015
431,2015-06-12,shot,toy weapon,17.0,F,White,Kokomo,IN,True,attack,Not fleeing,False,2015
432,2015-06-13,shot,gun,46.0,M,White,Fort Wayne,IN,False,attack,Not fleeing,False,2015
433,2015-06-13,shot,flagpole,35.0,M,Black,Louisville,KY,False,other,Not fleeing,False,2015
434,2015-06-13,shot,guns and explosives,35.0,M,White,Hutchins,TX,True,attack,Not fleeing,False,2015
436,2015-06-14,shot,gun,15.0,M,White,Cocoa,FL,True,attack,Not fleeing,False,2015
437,2015-06-15,shot,unarmed,22.0,M,Black,South Lake Tahoe,CA,False,other,Foot,False,2015
438,2015-06-16,shot,gun,28.0,M,Hispanic,Visalia,CA,False,attack,Not fleeing,False,2015
439,2015-06-16,shot,gun,31.0,M,Native,Wood Lake,ND,False,attack,Not fleeing,False,2015
440,2015-06-17,shot,gun,40.0,F,White,Clanton,AL,False,attack,Car,False,2015
441,2015-06-17,shot,gun,48.0,M,White,Hobbs,NM,True,attack,Not fleeing,False,2015
442,2015-06-18,shot,knife,58.0,M,White,Coney Island,NY,False,attack,Foot,False,2015
443,2015-06-19,shot,knife,44.0,M,Hispanic,Boston,MA,True,other,Foot,False,2015
444,2015-06-19,shot,gun,21.0,M,Black,Cincinnati,OH,True,attack,Not fleeing,False,2015
445,2015-06-19,shot,gun,50.0,M,Hispanic,Greeley,CO,False,attack,Not fleeing,False,2015
446,2015-06-20,shot,gun,23.0,M,Black,Chicago,IL,False,attack,Foot,False,2015
447,2015-06-21,shot,unarmed,24.0,M,Hispanic,Azusa,CA,True,other,Not fleeing,False,2015
448,2015-06-21,shot,cordless drill,49.0,M,White,Houston,TX,True,other,Not fleeing,False,2015
449,2015-06-22,shot,gun,60.0,M,White,Ronda,NC,False,attack,Foot,False,2015
450,2015-06-22,shot,gun,35.0,M,Hispanic,Citrus Heights,CA,False,attack,Not fleeing,False,2015
451,2015-06-22,shot,gun,29.0,M,White,Augusta,GA,True,attack,Not fleeing,False,2015
452,2015-06-22,shot,gun,20.0,M,Black,Pittsburgh,PA,False,attack,Car,False,2015
453,2015-06-23,shot,unarmed,34.0,M,White,Indianapolis,IN,False,other,Car,False,2015
454,2015-06-23,shot,knife,22.0,M,White,Hutchinson,KS,False,attack,Not fleeing,False,2015
455,2015-06-23,shot,knife,49.0,M,White,Weatherford,TX,True,other,Foot,False,2015
456,2015-06-23,shot,gun,32.0,M,White,Omaha,NE,False,attack,Not fleeing,False,2015
457,2015-06-24,shot,gun,26.0,M,Black,York County,VA,False,attack,Not fleeing,True,2015
458,2015-06-25,shot,unarmed,41.0,M,Black,Owings Mills,MD,True,other,Not fleeing,False,2015
459,2015-06-25,shot,gun,61.0,M,White,Fresno,CA,False,attack,Not fleeing,False,2015
460,2015-06-26,shot,gun,49.0,M,White,Malone,NY,False,attack,Other,False,2015
461,2015-06-26,shot,gun,28.0,M,Hispanic,San Antonio,TX,False,other,Foot,False,2015
462,2015-06-27,shot,gun,35.0,M,White,Tahlequah,OK,False,attack,Not fleeing,True,2015
463,2015-06-28,shot,toy weapon,29.0,M,White,Portland,OR,False,attack,Not fleeing,False,2015
464,2015-06-29,shot,gun,51.0,M,White,Edinburg,NY,True,attack,Not fleeing,False,2015
465,2015-06-30,shot,gun,52.0,M,White,Franklin,NC,False,attack,Not fleeing,False,2015
467,2015-07-01,shot,gun,32.0,M,White,Josephine County,OR,False,attack,Car,False,2015
468,2015-07-02,shot,toy weapon,45.0,M,White,Brockton,MA,True,attack,Not fleeing,False,2015
469,2015-07-02,shot,knife,60.0,M,Asian,San Diego,CA,False,other,Not fleeing,False,2015
470,2015-07-02,shot,unarmed,23.0,M,Black,Jacksonville,FL,False,attack,Foot,False,2015
472,2015-07-03,shot,gun,46.0,M,Hispanic,Lancaster,CA,False,attack,Not fleeing,False,2015
473,2015-07-03,shot,BB gun,33.0,M,Hispanic,Camden,NJ,True,attack,Not fleeing,False,2015
474,2015-07-03,shot,gun,39.0,M,White,Miami Beach,FL,False,attack,Not fleeing,False,2015
475,2015-07-03,shot and Tasered,knife,27.0,M,Hispanic,West Covina,CA,False,attack,Not fleeing,False,2015
476,2015-07-04,shot,gun,42.0,M,Black,Oklahoma City,OK,False,attack,Foot,False,2015
477,2015-07-04,shot,gun,37.0,M,White,Morristown,TN,False,attack,Not fleeing,False,2015
478,2015-07-04,shot,gun,23.0,M,Black,Newport News,VA,False,attack,Foot,False,2015
479,2015-07-04,shot,gun,36.0,M,White,Henderson,NV,False,attack,Not fleeing,False,2015
480,2015-07-05,shot,unarmed,19.0,M,White,Pleasanton,CA,False,attack,Foot,False,2015
481,2015-07-05,shot,gun,35.0,M,White,Austin,TX,False,attack,Foot,False,2015
482,2015-07-05,shot,unarmed,43.0,M,Hispanic,Hawaiian Gardens,CA,False,other,Not fleeing,False,2015
483,2015-07-05,shot and Tasered,toy weapon,25.0,M,White,Austin,TX,True,attack,Not fleeing,False,2015
484,2015-07-06,shot,gun,20.0,M,White,Oklahoma City,OK,False,attack,Not fleeing,False,2015
485,2015-07-06,shot,knife,42.0,M,White,Bath,NH,True,other,Not fleeing,True,2015
486,2015-07-06,shot,knife,29.0,M,Black,Los Angeles,CA,False,attack,Not fleeing,False,2015
487,2015-07-06,shot and Tasered,knife,42.0,M,Hispanic,Atwater,CA,False,attack,Car,False,2015
489,2015-07-07,shot,gun,18.0,M,Black,Houston,TX,False,attack,Not fleeing,False,2015
490,2015-07-07,shot,metal pole,33.0,M,White,Mesa,AZ,False,other,Not fleeing,False,2015
491,2015-07-07,shot,gun,59.0,M,White,Dallas,TX,False,attack,Not fleeing,False,2015
492,2015-07-07,shot,gun,47.0,M,Hispanic,Bakersfield,CA,False,attack,Not fleeing,False,2015
493,2015-07-07,shot,gun,39.0,M,Hispanic,Edinburg,TX,True,attack,Not fleeing,False,2015
494,2015-07-07,shot,knife,37.0,M,Black,Atlantic City,NJ,False,attack,Foot,False,2015
495,2015-07-07,shot,gun,35.0,M,White,Sugar Creek,MO,False,attack,Car,False,2015
496,2015-07-07,shot,knife,28.0,M,White,Elizabethtown,KY,False,other,Not fleeing,False,2015
497,2015-07-08,shot,gun,59.0,M,White,Beaverton,OR,False,attack,Not fleeing,False,2015
499,2015-07-09,shot,gun,50.0,M,White,Parowan,UT,False,attack,Not fleeing,False,2015
500,2015-07-09,shot,gun,68.0,M,White,Phoenix,AZ,False,attack,Foot,False,2015
501,2015-07-09,shot,gun,27.0,M,Black,Chicago,IL,False,attack,Foot,False,2015
502,2015-07-09,shot,gun,17.0,M,White,Boulder Creek,CA,True,attack,Not fleeing,False,2015
503,2015-07-09,shot,sword,21.0,M,Black,Kansas City,MO,False,other,Not fleeing,False,2015
504,2015-07-09,shot and Tasered,Taser,38.0,M,White,Los Angeles,CA,False,attack,Other,False,2015
505,2015-07-10,shot,gun,54.0,M,White,Las Vegas,NV,True,attack,Not fleeing,True,2015
506,2015-07-10,shot,gun,20.0,M,Black,Covington,GA,False,attack,Not fleeing,False,2015
507,2015-07-10,shot,gun,25.0,M,Black,Chicago,IL,False,attack,Not fleeing,False,2015
508,2015-07-11,shot,gun,31.0,M,White,Olivehurst,CA,False,attack,Not fleeing,False,2015
509,2015-07-12,shot,knife,35.0,M,Native,Denver,CO,True,other,Foot,False,2015
510,2015-07-12,shot,gun,60.0,M,White,Austin,TX,False,attack,Foot,False,2015
511,2015-07-12,shot,gun,24.0,M,White,River Forest,IL,False,attack,Not fleeing,False,2015
512,2015-07-12,shot,gun,27.0,M,White,Casper,WY,False,attack,Not fleeing,False,2015
513,2015-07-12,shot and Tasered,unarmed,36.0,M,Black,Plantation,FL,False,attack,Not fleeing,False,2015
514,2015-07-13,shot,gun,20.0,M,Black,Stone Mountain,GA,False,attack,Not fleeing,False,2015
515,2015-07-13,shot,gun,24.0,M,White,Dunsmuir,CA,False,attack,Car,False,2015
517,2015-07-13,shot and Tasered,box cutter,41.0,M,White,Los Angeles,CA,False,other,Not fleeing,False,2015
518,2015-07-14,shot,gun,20.0,M,Black,Mascotte,FL,False,attack,Not fleeing,False,2015
520,2015-07-15,shot and Tasered,metal pipe,43.0,M,White,Marion,MI,True,other,Not fleeing,False,2015
521,2015-07-16,shot,sword,29.0,M,Hispanic,Wauwatosa,WI,True,other,Not fleeing,False,2015
522,2015-07-16,shot,gun,35.0,M,Black,Homestead,FL,False,attack,Not fleeing,False,2015
523,2015-07-16,shot,gun,30.0,M,White,Kansas City,KS,False,attack,Other,False,2015
524,2015-07-16,shot,gun,24.0,M,Other,Chattanooga,TN,True,attack,Not fleeing,False,2015
525,2015-07-16,shot,gun,23.0,M,Native,Cheyenne,WY,False,attack,Not fleeing,False,2015
526,2015-07-16,shot,gun,29.0,M,White,Opp,AL,False,attack,Foot,False,2015
527,2015-07-16,shot and Tasered,metal hand tool,25.0,M,Black,Moreno Valley,CA,True,other,Not fleeing,False,2015
528,2015-07-17,shot,knife,27.0,M,White,Seattle,WA,False,other,Foot,False,2015
529,2015-07-17,shot,gun,50.0,M,White,Needles,CA,True,attack,Not fleeing,False,2015
530,2015-07-17,shot,unarmed,19.0,M,Black,Memphis,TN,False,attack,Foot,False,2015
531,2015-07-17,shot,screwdriver,24.0,M,Hispanic,Brownsville,TX,False,other,Other,False,2015
532,2015-07-17,shot and Tasered,unarmed,23.0,M,Black,Orlando,FL,False,attack,Foot,False,2015
533,2015-07-18,shot,knife,22.0,M,White,Fort Collins,CO,True,attack,Not fleeing,False,2015
534,2015-07-18,shot,gun,46.0,M,White,Phoenix,AZ,False,attack,Not fleeing,False,2015
535,2015-07-18,shot,gun,65.0,M,White,Colby,KS,False,attack,Not fleeing,False,2015
536,2015-07-19,shot,unarmed,43.0,M,Black,Mt. Auburn,OH,False,other,Car,True,2015
537,2015-07-20,shot,gun,35.0,M,White,Winnie,TX,False,attack,Other,False,2015
538,2015-07-20,shot,knife,54.0,M,White,Fremont,CA,False,other,Not fleeing,False,2015
539,2015-07-21,shot,unarmed,47.0,M,White,White,GA,False,other,Not fleeing,False,2015
540,2015-07-21,shot,gun,24.0,M,White,Oakland Park,FL,False,other,Car,False,2015
541,2015-07-21,shot,gun,35.0,M,White,Jesup,GA,False,attack,Not fleeing,False,2015
542,2015-07-22,shot,gun,25.0,M,Hispanic,Monroe,WI,False,attack,Not fleeing,False,2015
543,2015-07-22,shot,gun,27.0,M,Black,Philadelphia,PA,False,attack,Not fleeing,False,2015
544,2015-07-22,shot and Tasered,knife,26.0,M,Black,Oklahoma City,OK,False,other,Other,False,2015
545,2015-07-23,shot,gun,34.0,M,Black,Dayton,OH,False,attack,Not fleeing,False,2015
546,2015-07-23,shot,gun,32.0,M,White,Myrtle Beach,SC,False,attack,Not fleeing,False,2015
547,2015-07-23,shot,toy weapon,47.0,M,White,Douglas,WY,False,attack,Not fleeing,False,2015
548,2015-07-23,shot,gun,44.0,F,White,Meadow Vista,CA,True,attack,Not fleeing,False,2015
549,2015-07-23,shot and Tasered,unarmed,31.0,M,White,Plymouth,MN,True,attack,Not fleeing,False,2015
550,2015-07-24,shot,toy weapon,44.0,M,White,Studio City,CA,False,attack,Not fleeing,False,2015
551,2015-07-24,shot and Tasered,knife,30.0,M,White,Pinnacle,NC,False,other,Not fleeing,False,2015
552,2015-07-25,shot,blunt object,60.0,M,White,New Orleans,LA,True,attack,Car,False,2015
553,2015-07-25,shot,gun,50.0,M,White,Decatur,GA,True,attack,Not fleeing,False,2015
554,2015-07-25,shot,toy weapon,36.0,M,Black,Las Vegas,NV,False,attack,Not fleeing,False,2015
555,2015-07-25,shot,gun,59.0,M,Black,Micanopy,FL,False,attack,Not fleeing,False,2015
556,2015-07-26,shot,gun,33.0,M,Black,Shreveport,LA,False,attack,Not fleeing,False,2015
558,2015-07-27,shot,knife,56.0,M,White,Irmo,SC,False,attack,Not fleeing,False,2015
559,2015-07-27,shot,toy weapon,45.0,M,White,Houma,LA,True,attack,Car,False,2015
